Sensore,Data,Temperatura
S10,2020-03-18,22
S11,2020-03-18,64
S12,2020-03-18,19
S13,2020-03-18,51
S14,2020-03-18,32
S15,2020-03-18,37
S1,2020-03-19,45
S2,2020-03-19,25
S3,2020-03-19,19
S4,2020-03-19,40
S5,2020-03-19,34
S6,2020-03-19,57
S7,2020-03-19,16
S8,2020-03-19,26
S9,2020-03-19,19
S10,2020-03-19,59
S11,2020-03-19,23
S12,2020-03-19,60
S13,2020-03-19,56
S14,2020-03-19,47
S15,2020-03-19,55
S1,2020-03-20,59
S2,2020-03-20,62
S3,2020-03-20,52
S4,2020-03-20,58
S5,2020-03-20,34
S6,2020-03-20,31
S7,2020-03-20,61
S8,2020-03-20,27
S9,2020-03-20,39
S10,2020-03-20,31
S11,2020-03-20,23
S12,2020-03-20,54
S13,2020-03-20,29
S14,2020-03-20,47
S15,2020-03-20,32
S1,2020-03-21,47
S2,2020-03-21,31
S3,2020-03-21,24
S4,2020-03-21,16
S5,2020-03-21,47
S6,2020-03-21,23
S7,2020-03-21,33
S8,2020-03-21,31
S9,2020-03-21,63
S10,2020-03-21,10
S11,2020-03-21,31
S12,2020-03-21,59
S13,2020-03-21,33
S14,2020-03-21,32
S15,2020-03-21,11
S1,2020-03-22,51
S2,2020-03-22,20
S3,2020-03-22,53
S4,2020-03-22,49
S5,2020-03-22,27
S6,2020-03-22,11
S7,2020-03-22,31
S8,2020-03-22,58
S9,2020-03-22,63
S10,2020-03-22,16
S11,2020-03-22,48
S12,2020-03-22,63
S13,2020-03-22,44
S14,2020-03-22,18
S15,2020-03-22,21
S1,2020-03-23,13
S2,2020-03-23,52
S3,2020-03-23,44
S4,2020-03-23,51
S5,2020-03-23,22
S6,2020-03-23,57
S7,2020-03-23,46
S8,2020-03-23,50
S9,2020-03-23,10
S10,2020-03-23,41
S11,2020-03-23,35
S12,2020-03-23,41
S13,2020-03-23,54
S14,2020-03-23,57
S15,2020-03-23,12
S1,2020-03-24,36
S2,2020-03-24,37
S3,2020-03-24,60
S4,2020-03-24,38
S5,2020-03-24,44
S6,2020-03-24,12
S7,2020-03-24,10
S8,2020-03-24,45
S9,2020-03-24,29
S10,2020-03-24,30
S11,2020-03-24,26
S12,2020-03-24,37
S13,2020-03-24,25
S14,2020-03-24,10
S15,2020-03-24,63
S1,2020-03-25,25
S2,2020-03-25,53
S3,2020-03-25,22
S4,2020-03-25,51
S5,2020-03-25,62
S6,2020-03-25,44
S7,2020-03-25,25
S8,2020-03-25,46
S9,2020-03-25,20
S10,2020-03-25,18
S11,2020-03-25,14
S12,2020-03-25,35
S13,2020-03-25,53
S14,2020-03-25,17
S15,2020-03-25,57
S1,2020-03-26,35
S2,2020-03-26,41
S3,2020-03-26,10
S4,2020-03-26,60
S5,2020-03-26,44
S6,2020-03-26,20
S7,2020-03-26,12
S8,2020-03-26,16
S9,2020-03-26,39
S10,2020-03-26,19
S11,2020-03-26,13
S12,2020-03-26,16
S13,2020-03-26,24
S14,2020-03-26,30
S15,2020-03-26,60
S1,2020-03-27,29
S2,2020-03-27,30
S3,2020-03-27,50
S4,2020-03-27,11
S5,2020-03-27,25
S6,2020-03-27,46
S7,2020-03-27,29
S8,2020-03-27,13
S9,2020-03-27,60
S10,2020-03-27,32
S11,2020-03-27,20
S12,2020-03-27,56
S13,2020-03-27,50
S14,2020-03-27,29
S15,2020-03-27,39
S1,2020-03-28,42
S2,2020-03-28,21
S3,2020-03-28,37
S4,2020-03-28,37
S5,2020-03-28,60
S6,2020-03-28,49
S7,2020-03-28,36
S8,2020-03-28,29
S9,2020-03-28,30
S10,2020-03-28,53
S11,2020-03-28,22
S12,2020-03-28,47
S13,2020-03-28,48
S14,2020-03-28,41
S15,2020-03-28,58
S1,2020-03-29,37
S2,2020-03-29,10
S3,2020-03-29,26
S4,2020-03-29,24
S5,2020-03-29,53
S6,2020-03-29,49
S7,2020-03-29,49
S8,2020-03-29,52
S9,2020-03-29,56
S10,2020-03-29,21
S11,2020-03-29,16
S12,2020-03-29,38
S13,2020-03-29,15
S14,2020-03-29,37
S15,2020-03-29,34
S1,2020-03-30,29
S2,2020-03-30,27
S3,2020-03-30,52
S4,2020-03-30,64
S5,2020-03-30,42
S6,2020-03-30,57
S7,2020-03-30,44
S8,2020-03-30,52
S9,2020-03-30,35
S10,2020-03-30,21
S11,2020-03-30,57
S12,2020-03-30,10
S13,2020-03-30,30
S14,2020-03-30,23
S15,2020-03-30,13
S1,2020-03-31,64
S2,2020-03-31,46
S3,2020-03-31,36
S4,2020-03-31,11
S5,2020-03-31,60
S6,2020-03-31,19
S7,2020-03-31,39
S8,2020-03-31,36
S9,2020-03-31,40
S10,2020-03-31,55
S11,2020-03-31,57
S12,2020-03-31,33
S13,2020-03-31,45
S14,2020-03-31,26
S15,2020-03-31,54
S1,2020-04-01,21
S2,2020-04-01,31
S3,2020-04-01,56
S4,2020-04-01,61
S5,2020-04-01,33
S6,2020-04-01,60
S7,2020-04-01,59
S8,2020-04-01,48
S9,2020-04-01,64
S10,2020-04-01,11
S11,2020-04-01,58
S12,2020-04-01,23
S13,2020-04-01,55
S14,2020-04-01,12
S15,2020-04-01,60
S1,2020-04-02,48
S2,2020-04-02,29
S3,2020-04-02,39
S4,2020-04-02,53
S5,2020-04-02,21
S6,2020-04-02,34
S7,2020-04-02,11
S8,2020-04-02,13
S9,2020-04-02,42
S10,2020-04-02,24
S11,2020-04-02,54
S12,2020-04-02,56
S13,2020-04-02,21
S14,2020-04-02,18
S15,2020-04-02,49
S1,2020-04-03,33
S2,2020-04-03,63
S3,2020-04-03,35
S4,2020-04-03,46
S5,2020-04-03,10
S6,2020-04-03,35
S7,2020-04-03,18
S8,2020-04-03,34
S9,2020-04-03,55
S10,2020-04-03,17
S11,2020-04-03,14
S12,2020-04-03,62
S13,2020-04-03,36
S14,2020-04-03,10
S15,2020-04-03,11
S1,2020-04-04,61
S2,2020-04-04,49
S3,2020-04-04,33
S4,2020-04-04,44
S5,2020-04-04,17
S6,2020-04-04,37
S7,2020-04-04,59
S8,2020-04-04,56
S9,2020-04-04,14
S10,2020-04-04,29
S11,2020-04-04,19
S12,2020-04-04,28
S13,2020-04-04,24
S14,2020-04-04,46
S15,2020-04-04,43
S1,2020-04-05,13
S2,2020-04-05,48
S3,2020-04-05,40
S4,2020-04-05,24
S5,2020-04-05,43
S6,2020-04-05,59
S7,2020-04-05,52
S8,2020-04-05,19
S9,2020-04-05,12
S10,2020-04-05,35
S11,2020-04-05,39
S12,2020-04-05,60
S13,2020-04-05,49
S14,2020-04-05,45
S15,2020-04-05,17
S1,2020-04-06,37
S2,2020-04-06,39
S3,2020-04-06,12
S4,2020-04-06,41
S5,2020-04-06,27
S6,2020-04-06,15
S7,2020-04-06,32
S8,2020-04-06,42
S9,2020-04-06,10
S10,2020-04-06,22
S11,2020-04-06,38
S12,2020-04-06,17
S13,2020-04-06,31
S14,2020-04-06,26
S15,2020-04-06,55
S1,2020-04-07,17
S2,2020-04-07,59
S3,2020-04-07,52
S4,2020-04-07,21
S5,2020-04-07,14
S6,2020-04-07,31
S7,2020-04-07,31
S8,2020-04-07,22
S9,2020-04-07,32
S10,2020-04-07,17
S11,2020-04-07,18
S12,2020-04-07,40
S13,2020-04-07,31
S14,2020-04-07,19
S15,2020-04-07,43
S1,2020-04-08,42
S2,2020-04-08,20
S3,2020-04-08,21
S4,2020-04-08,62
S5,2020-04-08,56
S6,2020-04-08,44
S7,2020-04-08,26
S8,2020-04-08,47
S9,2020-04-08,29
S10,2020-04-08,38
S11,2020-04-08,46
S12,2020-04-08,15
S13,2020-04-08,40
S14,2020-04-08,12
S15,2020-04-08,14
S1,2020-04-09,52
S2,2020-04-09,31
S3,2020-04-09,57
S4,2020-04-09,22
S5,2020-04-09,27
S6,2020-04-09,44
S7,2020-04-09,17
S8,2020-04-09,37
S9,2020-04-09,41
S10,2020-04-09,50
S11,2020-04-09,16
S12,2020-04-09,27
S13,2020-04-09,45
S14,2020-04-09,33
S15,2020-04-09,19
S1,2020-04-10,40
S2,2020-04-10,11
S3,2020-04-10,32
S4,2020-04-10,32
S5,2020-04-10,44
S6,2020-04-10,27
S7,2020-04-10,61
S8,2020-04-10,33
S9,2020-04-10,34
S10,2020-04-10,20
S11,2020-04-10,56
S12,2020-04-10,21
S13,2020-04-10,33
S14,2020-04-10,48
S15,2020-04-10,33
S1,2020-04-11,25
S2,2020-04-11,56
S3,2020-04-11,19
S4,2020-04-11,27
S5,2020-04-11,30
S6,2020-04-11,51
S7,2020-04-11,47
S8,2020-04-11,18
S9,2020-04-11,56
S10,2020-04-11,63
S11,2020-04-11,34
S12,2020-04-11,48
S13,2020-04-11,44
S14,2020-04-11,21
S15,2020-04-11,50
S1,2020-04-12,26
S2,2020-04-12,45
S3,2020-04-12,24
S4,2020-04-12,19
S5,2020-04-12,62
S6,2020-04-12,44
S7,2020-04-12,48
S8,2020-04-12,17
S9,2020-04-12,33
S10,2020-04-12,52
S11,2020-04-12,56
S12,2020-04-12,62
S13,2020-04-12,32
S14,2020-04-12,11
S15,2020-04-12,36
S1,2020-04-13,32
S2,2020-04-13,49
S3,2020-04-13,54
S4,2020-04-13,18
S5,2020-04-13,35
S6,2020-04-13,24
S7,2020-04-13,18
S8,2020-04-13,28
S9,2020-04-13,13
S10,2020-04-13,32
S11,2020-04-13,57
S12,2020-04-13,57
S13,2020-04-13,40
S14,2020-04-13,33
S15,2020-04-13,19
S1,2020-04-14,44
S2,2020-04-14,26
S3,2020-04-14,22
S4,2020-04-14,49
S5,2020-04-14,58
S6,2020-04-14,20
S7,2020-04-14,62
S8,2020-04-14,23
S9,2020-04-14,50
S10,2020-04-14,53
S11,2020-04-14,42
S12,2020-04-14,48
S13,2020-04-14,51
S14,2020-04-14,40
S15,2020-04-14,39
S1,2020-04-15,54
S2,2020-04-15,25
S3,2020-04-15,17
S4,2020-04-15,30
S5,2020-04-15,41
S6,2020-04-15,49
S7,2020-04-15,58
S8,2020-04-15,35
S9,2020-04-15,50
S10,2020-04-15,36
S11,2020-04-15,18
S12,2020-04-15,27
S13,2020-04-15,20
S14,2020-04-15,51
S15,2020-04-15,15
S1,2020-04-16,51
S2,2020-04-16,17
S3,2020-04-16,49
S4,2020-04-16,23
S5,2020-04-16,17
S6,2020-04-16,39
S7,2020-04-16,50
S8,2020-04-16,48
S9,2020-04-16,17
S10,2020-04-16,26
S11,2020-04-16,35
S12,2020-04-16,36
S13,2020-04-16,13
S14,2020-04-16,29
S15,2020-04-16,58
S1,2020-04-17,41
S2,2020-04-17,32
S3,2020-04-17,52
S4,2020-04-17,39
S5,2020-04-17,43
S6,2020-04-17,41
S7,2020-04-17,50
S8,2020-04-17,20
S9,2020-04-17,57
S10,2020-04-17,34
S11,2020-04-17,50
S12,2020-04-17,56
S13,2020-04-17,36
S14,2020-04-17,22
S15,2020-04-17,50
S1,2020-04-18,58
S2,2020-04-18,51
S3,2020-04-18,36
S4,2020-04-18,44
S5,2020-04-18,12
S6,2020-04-18,34
S7,2020-04-18,63
S8,2020-04-18,37
S9,2020-04-18,32
S10,2020-04-18,64
S11,2020-04-18,14
S12,2020-04-18,42
S13,2020-04-18,10
S14,2020-04-18,13
S15,2020-04-18,16
S1,2020-04-19,23
S2,2020-04-19,54
S3,2020-04-19,15
S4,2020-04-19,57
S5,2020-04-19,59
S6,2020-04-19,50
S7,2020-04-19,39
S8,2020-04-19,46
S9,2020-04-19,18
S10,2020-04-19,38
S11,2020-04-19,11
S12,2020-04-19,61
S13,2020-04-19,57
S14,2020-04-19,53
S15,2020-04-19,32
S1,2020-04-20,48
S2,2020-04-20,23
S3,2020-04-20,35
S4,2020-04-20,32
S5,2020-04-20,33
S6,2020-04-20,48
S7,2020-04-20,64
S8,2020-04-20,34
S9,2020-04-20,27
S10,2020-04-20,34
S11,2020-04-20,42
S12,2020-04-20,59
S13,2020-04-20,30
S14,2020-04-20,39
S15,2020-04-20,39
S1,2020-04-21,64
S2,2020-04-21,50
S3,2020-04-21,16
S4,2020-04-21,51
S5,2020-04-21,20
S6,2020-04-21,60
S7,2020-04-21,50
S8,2020-04-21,44
S9,2020-04-21,28
S10,2020-04-21,64
S11,2020-04-21,28
S12,2020-04-21,15
S13,2020-04-21,28
S14,2020-04-21,16
S15,2020-04-21,11
S1,2020-04-22,37
S2,2020-04-22,16
S3,2020-04-22,48
S4,2020-04-22,64
S5,2020-04-22,26
S6,2020-04-22,55
S7,2020-04-22,17
S8,2020-04-22,42
S9,2020-04-22,45
S10,2020-04-22,33
S11,2020-04-22,24
S12,2020-04-22,30
S13,2020-04-22,53
S14,2020-04-22,33
S15,2020-04-22,27
S1,2020-04-23,55
S2,2020-04-23,18
S3,2020-04-23,16
S4,2020-04-23,44
S5,2020-04-23,39
S6,2020-04-23,25
S7,2020-04-23,54
S8,2020-04-23,16
S9,2020-04-23,42
S10,2020-04-23,36
S11,2020-04-23,62
S12,2020-04-23,44
S13,2020-04-23,17
S14,2020-04-23,32
S15,2020-04-23,14
S1,2020-04-24,42
S2,2020-04-24,46
S3,2020-04-24,27
S4,2020-04-24,25
S5,2020-04-24,61
S6,2020-04-24,36
S7,2020-04-24,21
S8,2020-04-24,30
S9,2020-04-24,23
S10,2020-04-24,48
S11,2020-04-24,57
S12,2020-04-24,17
S13,2020-04-24,36
S14,2020-04-24,27
S15,2020-04-24,61
S1,2020-04-25,39
S2,2020-04-25,61
S3,2020-04-25,20
S4,2020-04-25,11
S5,2020-04-25,18
S6,2020-04-25,19
S7,2020-04-25,64
S8,2020-04-25,49
S9,2020-04-25,41
S10,2020-04-25,50
S11,2020-04-25,47
S12,2020-04-25,10
S13,2020-04-25,15
S14,2020-04-25,38
S15,2020-04-25,28
S1,2020-04-26,21
S2,2020-04-26,64
S3,2020-04-26,20
S4,2020-04-26,40
S5,2020-04-26,56
S6,2020-04-26,43
S7,2020-04-26,12
S8,2020-04-26,37
S9,2020-04-26,37
S10,2020-04-26,55
S11,2020-04-26,44
S12,2020-04-26,53
S13,2020-04-26,57
S14,2020-04-26,60
S15,2020-04-26,46
S1,2020-04-27,18
S2,2020-04-27,28
S3,2020-04-27,53
S4,2020-04-27,46
S5,2020-04-27,62
S6,2020-04-27,11
S7,2020-04-27,33
S8,2020-04-27,16
S9,2020-04-27,23
S10,2020-04-27,60
S11,2020-04-27,42
S12,2020-04-27,62
S13,2020-04-27,51
S14,2020-04-27,40
S15,2020-04-27,23
S1,2020-04-28,36
S2,2020-04-28,15
S3,2020-04-28,57
S4,2020-04-28,60
S5,2020-04-28,37
S6,2020-04-28,57
S7,2020-04-28,61
S8,2020-04-28,60
S9,2020-04-28,36
S10,2020-04-28,28
S11,2020-04-28,36
S12,2020-04-28,34
S13,2020-04-28,48
S14,2020-04-28,20
S15,2020-04-28,38
S1,2020-04-29,31
S2,2020-04-29,17
S3,2020-04-29,53
S4,2020-04-29,59
S5,2020-04-29,42
S6,2020-04-29,29
S7,2020-04-29,21
S8,2020-04-29,34
S9,2020-04-29,41
S10,2020-04-29,27
S11,2020-04-29,53
S12,2020-04-29,58
S13,2020-04-29,61
S14,2020-04-29,45
S15,2020-04-29,23
S1,2020-04-30,45
S2,2020-04-30,26
S3,2020-04-30,62
S4,2020-04-30,23
S5,2020-04-30,29
S6,2020-04-30,39
S7,2020-04-30,60
S8,2020-04-30,62
S9,2020-04-30,33
S10,2020-04-30,54
S11,2020-04-30,21
S12,2020-04-30,33
S13,2020-04-30,26
S14,2020-04-30,28
S15,2020-04-30,35
S1,2020-05-01,41
S2,2020-05-01,49
S3,2020-05-01,61
S4,2020-05-01,49
S5,2020-05-01,38
S6,2020-05-01,35
S7,2020-05-01,18
S8,2020-05-01,56
S9,2020-05-01,62
S10,2020-05-01,58
S11,2020-05-01,24
S12,2020-05-01,45
S13,2020-05-01,26
S14,2020-05-01,42
S15,2020-05-01,48
S1,2020-05-02,63
S2,2020-05-02,10
S3,2020-05-02,24
S4,2020-05-02,23
S5,2020-05-02,47
S6,2020-05-02,20
S7,2020-05-02,36
S8,2020-05-02,35
S9,2020-05-02,55
S10,2020-05-02,64
S11,2020-05-02,36
S12,2020-05-02,19
S13,2020-05-02,30
S14,2020-05-02,15
S15,2020-05-02,30
S1,2020-05-03,61
S2,2020-05-03,60
S3,2020-05-03,16
S4,2020-05-03,15
S5,2020-05-03,50
S6,2020-05-03,14
S7,2020-05-03,62
S8,2020-05-03,21
S9,2020-05-03,17
S10,2020-05-03,53
S11,2020-05-03,37
S12,2020-05-03,35
S13,2020-05-03,64
S14,2020-05-03,29
S15,2020-05-03,15
S1,2020-05-04,58
S2,2020-05-04,43
S3,2020-05-04,29
S4,2020-05-04,49
S5,2020-05-04,55
S6,2020-05-04,21
S7,2020-05-04,18
S8,2020-05-04,13
S9,2020-05-04,45
S10,2020-05-04,25
S11,2020-05-04,15
S12,2020-05-04,24
S13,2020-05-04,15
S14,2020-05-04,50
S15,2020-05-04,12
S1,2020-05-05,25
S2,2020-05-05,53
S3,2020-05-05,50
S4,2020-05-05,41
S5,2020-05-05,62
S6,2020-05-05,29
S7,2020-05-05,39
S8,2020-05-05,20
S9,2020-05-05,57
S10,2020-05-05,44
S11,2020-05-05,10
S12,2020-05-05,53
S13,2020-05-05,17
S14,2020-05-05,34
S15,2020-05-05,20
S1,2020-05-06,49
S2,2020-05-06,37
S3,2020-05-06,15
S4,2020-05-06,49
S5,2020-05-06,15
S6,2020-05-06,57
S7,2020-05-06,54
S8,2020-05-06,45
S9,2020-05-06,24
S10,2020-05-06,19
S11,2020-05-06,53
S12,2020-05-06,56
S13,2020-05-06,36
S14,2020-05-06,55
S15,2020-05-06,45
S1,2020-05-07,54
S2,2020-05-07,56
S3,2020-05-07,36
S4,2020-05-07,15
S5,2020-05-07,37
S6,2020-05-07,49
S7,2020-05-07,49
S8,2020-05-07,32
S9,2020-05-07,32
S10,2020-05-07,50
S11,2020-05-07,29
S12,2020-05-07,33
S13,2020-05-07,37
S14,2020-05-07,15
S15,2020-05-07,55
S1,2020-05-08,32
S2,2020-05-08,11
S3,2020-05-08,43
S4,2020-05-08,35
S5,2020-05-08,40
S6,2020-05-08,42
S7,2020-05-08,18
S8,2020-05-08,30
S9,2020-05-08,44
S10,2020-05-08,19
S11,2020-05-08,36
S12,2020-05-08,17
S13,2020-05-08,36
S14,2020-05-08,32
S15,2020-05-08,19
S1,2020-05-09,37
S2,2020-05-09,13
S3,2020-05-09,30
S4,2020-05-09,22
S5,2020-05-09,54
S6,2020-05-09,18
S7,2020-05-09,26
S8,2020-05-09,11
S9,2020-05-09,62
S10,2020-05-09,35
S11,2020-05-09,10
S12,2020-05-09,14
S13,2020-05-09,47
S14,2020-05-09,63
S15,2020-05-09,50
S1,2020-05-10,34
S2,2020-05-10,27
S3,2020-05-10,40
S4,2020-05-10,34
S5,2020-05-10,51
S6,2020-05-10,51
S7,2020-05-10,22
S8,2020-05-10,10
S9,2020-05-10,25
S10,2020-05-10,12
S11,2020-05-10,46
S12,2020-05-10,35
S13,2020-05-10,56
S14,2020-05-10,60
S15,2020-05-10,11
S1,2020-05-11,41
S2,2020-05-11,22
S3,2020-05-11,10
S4,2020-05-11,23
S5,2020-05-11,23
S6,2020-05-11,26
S7,2020-05-11,13
S8,2020-05-11,24
S9,2020-05-11,25
S10,2020-05-11,46
S11,2020-05-11,16
S12,2020-05-11,64
S13,2020-05-11,46
S14,2020-05-11,64
S15,2020-05-11,40
S1,2020-05-12,38
S2,2020-05-12,36
S3,2020-05-12,32
S4,2020-05-12,59
S5,2020-05-12,50
S6,2020-05-12,18
S7,2020-05-12,41
S8,2020-05-12,12
S9,2020-05-12,45
S10,2020-05-12,32
S11,2020-05-12,25
S12,2020-05-12,12
S13,2020-05-12,14
S14,2020-05-12,19
S15,2020-05-12,18
S1,2020-05-13,47
S2,2020-05-13,34
S3,2020-05-13,16
S4,2020-05-13,60
S5,2020-05-13,58
S6,2020-05-13,52
S7,2020-05-13,13
S8,2020-05-13,34
S9,2020-05-13,50
S10,2020-05-13,33
S11,2020-05-13,31
S12,2020-05-13,12
S13,2020-05-13,25
S14,2020-05-13,52
S15,2020-05-13,45
S1,2020-05-14,52
S2,2020-05-14,41
S3,2020-05-14,11
S4,2020-05-14,49
S5,2020-05-14,39
S6,2020-05-14,19
S7,2020-05-14,13
S8,2020-05-14,62
S9,2020-05-14,19
S10,2020-05-14,58
S11,2020-05-14,10
S12,2020-05-14,20
S13,2020-05-14,30
S14,2020-05-14,55
S15,2020-05-14,63
S1,2020-05-15,24
S2,2020-05-15,63
S3,2020-05-15,14
S4,2020-05-15,17
S5,2020-05-15,63
S6,2020-05-15,46
S7,2020-05-15,57
S8,2020-05-15,51
S9,2020-05-15,15
S10,2020-05-15,52
S11,2020-05-15,34
S12,2020-05-15,11
S13,2020-05-15,46
S14,2020-05-15,36
S15,2020-05-15,29
S1,2020-05-16,15
S2,2020-05-16,26
S3,2020-05-16,24
S4,2020-05-16,64
S5,2020-05-16,45
S6,2020-05-16,48
S7,2020-05-16,10
S8,2020-05-16,29
S9,2020-05-16,45
S10,2020-05-16,63
S11,2020-05-16,44
S12,2020-05-16,37
S13,2020-05-16,62
S14,2020-05-16,12
S15,2020-05-16,58
S1,2020-05-17,42
S2,2020-05-17,48
S3,2020-05-17,43
S4,2020-05-17,52
S5,2020-05-17,18
S6,2020-05-17,32
S7,2020-05-17,62
S8,2020-05-17,18
S9,2020-05-17,54
S10,2020-05-17,64
S11,2020-05-17,59
S12,2020-05-17,55
S13,2020-05-17,60
S14,2020-05-17,61
S15,2020-05-17,15
S1,2020-05-18,18
S2,2020-05-18,32
S3,2020-05-18,36
S4,2020-05-18,55
S5,2020-05-18,52
S6,2020-05-18,48
S7,2020-05-18,60
S8,2020-05-18,30
S9,2020-05-18,20
S10,2020-05-18,24
S11,2020-05-18,23
S12,2020-05-18,43
S13,2020-05-18,34
S14,2020-05-18,18
S15,2020-05-18,29
S1,2020-05-19,18
S2,2020-05-19,60
S3,2020-05-19,48
S4,2020-05-19,21
S5,2020-05-19,20
S6,2020-05-19,50
S7,2020-05-19,32
S8,2020-05-19,58
S9,2020-05-19,27
S10,2020-05-19,61
S11,2020-05-19,18
S12,2020-05-19,18
S13,2020-05-19,35
S14,2020-05-19,10
S15,2020-05-19,50
S1,2020-05-20,58
S2,2020-05-20,15
S3,2020-05-20,33
S4,2020-05-20,40
S5,2020-05-20,55
S6,2020-05-20,21
S7,2020-05-20,11
S8,2020-05-20,16
S9,2020-05-20,25
S10,2020-05-20,19
S11,2020-05-20,46
S12,2020-05-20,27
S13,2020-05-20,33
S14,2020-05-20,38
S15,2020-05-20,60
S1,2020-05-21,54
S2,2020-05-21,38
S3,2020-05-21,64
S4,2020-05-21,35
S5,2020-05-21,55
S6,2020-05-21,64
S7,2020-05-21,16
S8,2020-05-21,49
S9,2020-05-21,50
S10,2020-05-21,29
S11,2020-05-21,50
S12,2020-05-21,38
S13,2020-05-21,18
S14,2020-05-21,58
S15,2020-05-21,43
S1,2020-05-22,40
S2,2020-05-22,35
S3,2020-05-22,30
S4,2020-05-22,35
S5,2020-05-22,30
S6,2020-05-22,18
S7,2020-05-22,20
S8,2020-05-22,58
S9,2020-05-22,28
S10,2020-05-22,17
S11,2020-05-22,16
S12,2020-05-22,53
S13,2020-05-22,33
S14,2020-05-22,12
S15,2020-05-22,39
S1,2020-05-23,33
S2,2020-05-23,64
S3,2020-05-23,30
S4,2020-05-23,31
S5,2020-05-23,17
S6,2020-05-23,44
S7,2020-05-23,18
S8,2020-05-23,10
S9,2020-05-23,19
S10,2020-05-23,51
S11,2020-05-23,52
S12,2020-05-23,30
S13,2020-05-23,47
S14,2020-05-23,21
S15,2020-05-23,14
S1,2020-05-24,47
S2,2020-05-24,57
S3,2020-05-24,23
S4,2020-05-24,46
S5,2020-05-24,43
S6,2020-05-24,20
S7,2020-05-24,62
S8,2020-05-24,62
S9,2020-05-24,17
S10,2020-05-24,51
S11,2020-05-24,44
S12,2020-05-24,44
S13,2020-05-24,46
S14,2020-05-24,27
S15,2020-05-24,48
S1,2020-05-25,20
S2,2020-05-25,47
S3,2020-05-25,46
S4,2020-05-25,21
S5,2020-05-25,61
S6,2020-05-25,50
S7,2020-05-25,18
S8,2020-05-25,52
S9,2020-05-25,51
S10,2020-05-25,64
S11,2020-05-25,32
S12,2020-05-25,35
S13,2020-05-25,20
S14,2020-05-25,49
S15,2020-05-25,43
S1,2020-05-26,52
S2,2020-05-26,38
S3,2020-05-26,47
S4,2020-05-26,23
S5,2020-05-26,35
S6,2020-05-26,24
S7,2020-05-26,40
S8,2020-05-26,52
S9,2020-05-26,33
S10,2020-05-26,29
S11,2020-05-26,35
S12,2020-05-26,11
S13,2020-05-26,22
S14,2020-05-26,45
S15,2020-05-26,38
S1,2020-05-27,10
S2,2020-05-27,37
S3,2020-05-27,47
S4,2020-05-27,36
S5,2020-05-27,40
S6,2020-05-27,14
S7,2020-05-27,49
S8,2020-05-27,36
S9,2020-05-27,24
S10,2020-05-27,29
S11,2020-05-27,38
S12,2020-05-27,15
S13,2020-05-27,37
S14,2020-05-27,47
S15,2020-05-27,21
S1,2020-05-28,49
S2,2020-05-28,51
S3,2020-05-28,23
S4,2020-05-28,39
S5,2020-05-28,63
S6,2020-05-28,16
S7,2020-05-28,61
S8,2020-05-28,32
S9,2020-05-28,56
S10,2020-05-28,34
S11,2020-05-28,45
S12,2020-05-28,60
S13,2020-05-28,23
S14,2020-05-28,57
S15,2020-05-28,35
S1,2020-05-29,48
S2,2020-05-29,61
S3,2020-05-29,16
S4,2020-05-29,23
S5,2020-05-29,63
S6,2020-05-29,59
S7,2020-05-29,52
S8,2020-05-29,49
S9,2020-05-29,18
S10,2020-05-29,39
S11,2020-05-29,13
S12,2020-05-29,11
S13,2020-05-29,32
S14,2020-05-29,59
S15,2020-05-29,61
S1,2020-05-30,18
S2,2020-05-30,12
S3,2020-05-30,15
S4,2020-05-30,21
S5,2020-05-30,44
S6,2020-05-30,49
S7,2020-05-30,53
S8,2020-05-30,47
S9,2020-05-30,46
S10,2020-05-30,31
S11,2020-05-30,13
S12,2020-05-30,14
S13,2020-05-30,56
S14,2020-05-30,12
S15,2020-05-30,59
S1,2020-05-31,18
S2,2020-05-31,35
S3,2020-05-31,44
S4,2020-05-31,54
S5,2020-05-31,45
S6,2020-05-31,41
S7,2020-05-31,64
S8,2020-05-31,24
S9,2020-05-31,48
S10,2020-05-31,27
S11,2020-05-31,62
S12,2020-05-31,12
S13,2020-05-31,14
S14,2020-05-31,10
S15,2020-05-31,60
S1,2020-06-01,14
S2,2020-06-01,39
S3,2020-06-01,38
S4,2020-06-01,59
S5,2020-06-01,25
S6,2020-06-01,43
S7,2020-06-01,55
S8,2020-06-01,12
S9,2020-06-01,22
S10,2020-06-01,51
S11,2020-06-01,60
S12,2020-06-01,23
S13,2020-06-01,35
S14,2020-06-01,56
S15,2020-06-01,59
S1,2020-06-02,55
S2,2020-06-02,61
S3,2020-06-02,47
S4,2020-06-02,23
S5,2020-06-02,30
S6,2020-06-02,42
S7,2020-06-02,32
S8,2020-06-02,43
S9,2020-06-02,23
S10,2020-06-02,29
S11,2020-06-02,19
S12,2020-06-02,53
S13,2020-06-02,31
S14,2020-06-02,59
S15,2020-06-02,47
S1,2020-06-03,46
S2,2020-06-03,48
S3,2020-06-03,47
S4,2020-06-03,51
S5,2020-06-03,27
S6,2020-06-03,39
S7,2020-06-03,40
S8,2020-06-03,61
S9,2020-06-03,51
S10,2020-06-03,26
S11,2020-06-03,28
S12,2020-06-03,33
S13,2020-06-03,31
S14,2020-06-03,13
S15,2020-06-03,50
S1,2020-06-04,28
S2,2020-06-04,38
S3,2020-06-04,33
S4,2020-06-04,53
